ID Item Inventaire;Item;Category;Type TVA;Lettre Fiscale;Taux de TVA en %;InventoryQty;UsageQty;BuyingCost;Conditionnement;Unité inventaire;Unité usage;Code Fournisseur;Fournisseur;
11860;[PRI.MB DEP CHEVEAUX;PRIMES;A TVA 21% (ii);A;21;100;1;63.96;COLIS;PIECE;PIECE;1213;BIDVEST;
11861;[PRI.MB DEP JEU OIE;PRIMES;A TVA 21% (ii);A;21;100;1;63.96;COLIS;PIECE;PIECE;1215;BIDVEST;
11862;[PRI.MT DEP BAT NAV;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1260;BIDVEST;
11863;[PRI.MT DEP J.CARTE;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1261;BIDVEST;
11864;[PRI.MB DRAGON HIC;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1200;BIDVEST;
11865;[PRI.MB DRAGON TOOTH;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1201;BIDVEST;
11866;[PRI.MB DRAGON VIP;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1202;BIDVEST;
11867;[PRI.MB DRAGON MEAT;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1203;BIDVEST;
11868;[PRI.MB DRAGON HOOKF;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1204;BIDVEST;
11869;[PRI.MB LR AMARU;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1205;BIDVEST;
11870;[PRI.MB LR IRIS;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1206;BIDVEST;
11871;[PRI.MB LR TALIA;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1207;BIDVEST;
11872;[PRI.MB LR AURIANE;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1208;BIDVEST;
11873;[PRI.MB LR PRAXINA;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1209;BIDVEST;
11874;[PRI.MT MP BRACELETS;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1186;BIDVEST;
11875;[PRI.MT MP ECOUTEURS;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1187;BIDVEST;
11876;[PRI.MT MP PORTEFEUI;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1188;BIDVEST;
11877;[PRI.MT MP PORTECLES;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;1210;BIDVEST;
11878;GADG.MINI TOUPIE;003;A TVA 21% (ii);A;21;100;1;9.93;COLIS;PIECE;PIECE;50;BIDVEST;
11879;GADG.BALLE REBOND;003;A TVA 21% (ii);A;21;100;1;13.14;COLIS;PIECE;PIECE;51;BIDVEST;
11795;[BUN GRIS FAR SURG;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;2;20;6.74;COLIS;SACHET;PIECE;1521;BIDVEST;
11796;[COL QMX 3 ENC LV;PAPERCOST;A TVA 21% (ii);A;21;500;1;9.55;COLIS;PIECE;PIECE;1363;BIDVEST;
11797;DISPLAY SIROP ;003;A TVA 21% (ii);A;21;1;1;0.01;PIECE;PIECE;PIECE;1434;BIDVEST;
11827;CHE.EMMENTAL TR 20G;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;6;30;18.97;COLIS;SACHET;PIECE;828;BIDVEST;
11836;MINI CREPES;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;12;15;16.48;COLIS;SACHET;PIECE;1557;BIDVEST;
11837;CONFITURE FRAISES;NOURRITURE SEC;C TVA 6% (ii);C;6;120;1;13.75;COLIS;PIECE;PIECE;1162;BIDVEST;
11838;CONFITURE ABRICOTS;NOURRITURE SEC;C TVA 6% (ii);C;6;120;1;12.77;COLIS;PIECE;PIECE;1163;BIDVEST;
11839;BUN BRETZEL SURG;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;8;10;24.15;COLIS;SACHET;PIECE;1262;BIDVEST;
11840;TEST BUN SUPREME;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;2;20;7.59;COLIS;SACHET;PIECE;1563;BIDVEST;
11841;TEST PCK BRETZEL BAC;PAPERCOST;A TVA 21% (ii);A;21;6;125;46.41;COLIS;SACHET;PIECE;1617;BIDVEST;
11842;TEST PCK BRETZEL PEP;PAPERCOST;A TVA 21% (ii);A;21;6;125;46.41;COLIS;SACHET;PIECE;1618;BIDVEST;
11843;WRAP ACCES PRICE;PAPERCOST;A TVA 21% (ii);A;21;1000;1;9.48;COLIS;PIECE;PIECE;353;BIDVEST;
11844;TEST ANV MASQ HEROS;003;A TVA 21% (ii);A;21;15;1;2.97;COLIS;PIECE;PIECE;1369;BIDVEST;
11845;PINCE MOP 2016;003;A TVA 21% (ii);A;21;1;1;1.66;PIECE;PIECE;PIECE;1669;BIDVEST;
11830;TEST PATTY 120G HS;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;2;43;50.4;COLIS;SACHET;PIECE;1115;BIDVEST;
11831;TEST PATTY 150G HS;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;2;40;58.6;COLIS;SACHET;PIECE;1619;BIDVEST;
11832;TEST PATTY CHICK130G;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;10;10;55.49;COLIS;SACHET;PIECE;1593;BIDVEST;
11882;BUN LEVAIN SPL SURG;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;2;20;6.98;COLIS;SACHET;PIECE;827;BIDVEST;
11883;[PCK CHE TOAST RED;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;6;140;46.95;COLIS;SACHET;PIECE;1702;BIDVEST;
11886;YOP 180G 2016;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;24;1;6.24;COLIS;PIECE;PIECE;1622;BIDVEST;
11887;MINI YOP 100G 2016;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;24;1;5.1;COLIS;PIECE;PIECE;1623;BIDVEST;
11888;PTIT DROS 2016;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;24;1;5.91;COLIS;PIECE;PIECE;1747;BIDVEST;
11890;BUN TOAST SURG;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;5;19;7.64;COLIS;SACHET;PIECE;9934;BIDVEST;
11892;NESTEA CANS 33cl;ACHATS DIRECTS;C TVA 6% (ii);C;6;24;1;13.88;COLIS;PIECE;PIECE;1239;COCA COLA ENTREPRISES BELGIUM-;
11893;COKE CANS 25cl;ACHATS DIRECTS;C TVA 6% (ii);C;6;24;1;12.56;COLIS;PIECE;PIECE;1241;COCA COLA ENTREPRISES BELGIUM-;
11894;ZERO CANS 25cl;ACHATS DIRECTS;C TVA 6% (ii);C;6;24;1;12.56;COLIS;PIECE;PIECE;1242;COCA COLA ENTREPRISES BELGIUM-;
10829;[MBOX LAPIN CRETIN;PAPERCOST;A TVA 21% (ii);A;21;300;1;31.98;COLIS;PIECE;PIECE;9863;BIDVEST;
10799;[PATTY CHICKEN 120gr;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;10;10;53.46;COLIS;SACHET;PIECE;9650;BIDVEST;
10800;[BUN SUPREME SURG;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;2;15;4.81;COLIS;SACHET;PIECE;9657;BIDVEST;
10802;[PRI MB DEP LANC DIS;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9692;BIDVEST;
10803;[PARASOL GRIS;003;A TVA 21% (ii);A;21;1;1;19.1;PIECE;PIECE;PIECE;9756;BIDVEST;
10804;BUN SUPREME FRAIS;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;2;20;6.35;COLIS;SACHET;PIECE;9759;BIDVEST;
10854;SPA BARISART 50cl;NOURRITURE SEC;C TVA 6% (ii);C;6;24;1;4.62;COLIS;PIECE;PIECE;7439;BIDVEST;
10856;ZERO CANS 33cl;ACHATS DIRECTS;C TVA 6% (ii);C;6;24;1;0;COLIS;PIECE;PIECE;7712;COCA COLA ENTREPRISES BELGIUM-;
10857;COKE CANS 33cl;ACHATS DIRECTS;C TVA 6% (ii);C;6;24;1;0;COLIS;PIECE;PIECE;7718;COCA COLA ENTREPRISES BELGIUM-;
10858;LIGHTCANS 33cl;ACHATS DIRECTS;C TVA 6% (ii);C;6;24;1;0;COLIS;PIECE;PIECE;7720;COCA COLA ENTREPRISES BELGIUM-;
10859;FANTA CANS 33cl;ACHATS DIRECTS;C TVA 6% (ii);C;6;24;1;0;COLIS;PIECE;PIECE;7721;COCA COLA ENTREPRISES BELGIUM-;
10860;SPRITE CANS 33cl;ACHATS DIRECTS;C TVA 6% (ii);C;6;24;1;0;COLIS;PIECE;PIECE;7722;COCA COLA ENTREPRISES BELGIUM-;
10831;[PATTY 45 gr KEPAK;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;330;1;78.26;COLIS;PIECE;PIECE;8052;BIDVEST;
10832;[PCK SUPR SUM BEEF;PAPERCOST;A TVA 21% (ii);A;21;6;110;57.83;COLIS;SACHET;PIECE;9832;BIDVEST;
10833;[PCK SUPR SUM H/F;PAPERCOST;A TVA 21% (ii);A;21;6;110;57.83;COLIS;SACHET;PIECE;9831;BIDVEST;
10834;[PRI MB LLC ARCHER;PRIMES;A TVA 21% (ii);A;21;100;1;63.96;COLIS;PIECE;PIECE;9683;BIDVEST;
10835;[PRI MB LLC BOUEE;PRIMES;A TVA 21% (ii);A;21;100;1;63.96;COLIS;PIECE;PIECE;9561;BIDVEST;
10836;[PRI MB LLC BOXEUR;PRIMES;A TVA 21% (ii);A;21;100;1;63.96;COLIS;PIECE;PIECE;9682;BIDVEST;
10837;[PRI MB LLC COURSE;PRIMES;A TVA 21% (ii);A;21;100;1;63.96;COLIS;PIECE;PIECE;9560;BIDVEST;
10838;[PRI MB LLC HALTERE;PRIMES;A TVA 21% (ii);A;21;100;1;63.96;COLIS;PIECE;PIECE;9684;BIDVEST;
10839;[PRI MT LLC COUSSIN;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9680;BIDVEST;
10840;[PRI MT LLC FRISBEE;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9679;BIDVEST;
10841;[PRI MT LLC LUNETTE;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9676;BIDVEST;
10842;[PRI MT LLC SERVIET;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9677;BIDVEST;
10843;[PRI MT LLC TONGS;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9678;BIDVEST;
10863;[BUN NOIR SURG;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;2;24;8.75;COLIS;SACHET;PIECE;8924;BIDVEST;
10864;[PRI MB GARF LIVR NL;PRIMES;A TVA 21% (ii);A;21;100;1;63.96;COLIS;PIECE;PIECE;9092;BIDVEST;
10865;[PRI MB CEDR LIVR NL;PRIMES;A TVA 21% (ii);A;21;100;1;63.96;COLIS;PIECE;PIECE;9093;BIDVEST;
10866;[PRI MB B&B LIVR NL;PRIMES;A TVA 21% (ii);A;21;100;1;63.96;COLIS;PIECE;PIECE;9094;BIDVEST;
10869;PCK SUPR RED;PAPERCOST;A TVA 21% (ii);A;21;6;125;38.51;COLIS;SACHET;PIECE;9314;BIDVEST;
10870;PCK LONG RED_11;PAPERCOST;A TVA 21% (ii);A;21;5;150;36.93;COLIS;SACHET;PIECE;9327;BIDVEST;
10872;[AN11 FICHE AN SHO N;003;A TVA 21% (ii);A;21;1;1;2.82;COLIS;PIECE;PIECE;9350;BIDVEST;
10882;ANNIV11-INV AVEN NL;003;A TVA 21% (ii);A;21;10;1;0.42;COLIS;PIECE;PIECE;9366;BIDVEST;
10887;[PCK GIANT BE;PAPERCOST;A TVA 21% (ii);A;21;6;150;41.02;COLIS;SACHET;PIECE;9380;BIDVEST;
10890;[PCK SAL GD NEUTRE;PAPERCOST;A TVA 21% (ii);A;21;4;50;48.8;COLIS;PILE;PIECE;9529;BIDVEST;
10891;[MBOX DESTOCK 2012;PAPERCOST;A TVA 21% (ii);A;21;300;1;21.65;COLIS;PIECE;PIECE;9655;BIDVEST;
10892;[PRI MB DEP FAM NL;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9743;BIDVEST;
10893;[PRI MT DEP BADGES;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9757;BIDVEST;
10894;[PRI MT DEP BRACELET;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9758;BIDVEST;
10895;[PRI MT NARUTO 1 NL;PRIMES;A TVA 21% (ii);A;21;50;31.98;31.98;COLIS;PIECE;PIECE;9820;BIDVEST;
10896;[PRI MT NARUTO 2 NL;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9821;BIDVEST;
10897;[PRI MT NOMBRIL 1 NL;PRIMES;A TVA 21% (ii);A;21;50;1;3.98;COLIS;PIECE;PIECE;9822;BIDVEST;
10898;[PRI MT NOMBRIL 2 NL;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9823;BIDVEST;
10536;[ANNIV11. GOB. 100 P;003;A TVA 21% (ii);A;21;1;100;0.01;SACHET;SACHET;PIECE;9463;BIDVEST;
10537;[BACON CUIT FUME;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;10;130;57.67;COLIS;BARQUETTE;PIECE;9454;BIDVEST;
10727;[SEAU BLUE MOP 15L;003;A TVA 21% (ii);A;21;1;1;8.11;PIECE;PIECE;PIECE;9597DUPL;BIDVEST;
10729;[CHEESY BOURS POIVRE;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;3;100;19.97;COLIS;SACHET;PIECE;9697;BIDVEST;
10754;[WRAP x2 GD;PAPERCOST;A TVA 21% (ii);A;21;1000;1;8.36;COLIS;PIECE;PIECE;5375;BIDVEST;
10755;[SAC MTOP_12;PAPERCOST;A TVA 21% (ii);A;21;300;1;23.22;COLIS;PIECE;PIECE;9738;BIDVEST;
10756;[WRAP HAM  ;PAPERCOST;A TVA 21% (ii);A;21;1000;1;8.36;COLIS;PIECE;PIECE;9720;BIDVEST;
10757;[PCK FRITE MED vers2;PAPERCOST;A TVA 21% (ii);A;21;1250;1;26.05;COLIS;PIECE;PIECE;9734;BIDVEST;
10758;[PCK MIX MANIA 1500p;PAPERCOST;A TVA 21% (ii);A;21;20;75;82.02;COLIS;SACHET;PIECE;9719;BIDVEST;
10759;DIST TAB BLC/CHARL;003;A TVA 21% (ii);A;21;1;1;15.44;COLIS;PIECE;PIECE;7919;BIDVEST;
10760;[MBOX PIXIE/GORM;PAPERCOST;A TVA 21% (ii);A;21;300;1;21.65;COLIS;PIECE;PIECE;9727;BIDVEST;
10761;[PLAC GI_FR_CHUR FR;PAPERCOST;A TVA 21% (ii);A;21;1000;1;8.57;COLIS;PIECE;PIECE;875085;BIDVEST;
10763;[PRI MB DEP JEU FAM;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9742;BIDVEST;
10764;[PRI MB GORM CER_VOL;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9504;BIDVEST;
10765;[PRI MB GORM FLAMMES;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9505;BIDVEST;
10766;[PRI MB GORM ROCKET;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9506;BIDVEST;
10767;[PRI MB GORM FRISBEE;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9507;BIDVEST;
10768;[PRI MB GORM EAU;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9508;BIDVEST;
10769;[PRI MB PIXIE MUSIQU;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9496;BIDVEST;
10770;[PRI MB PIXIE CHEVEU;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9497;BIDVEST;
10771;[PRI MB PIXIE BIJOUX;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9498;BIDVEST;
10772;[PRI MB PIXIE MIROIR;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9499;BIDVEST;
10773;[PRI MB PIXIE CRAYON;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9500;BIDVEST;
10774;[PRI MT MARSU RESSOR;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9519;BIDVEST;
10775;[PRI MT MARSU POR CL;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9520;BIDVEST;
10776;[PRI MT MARSU PUFF;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9521;BIDVEST;
10777;[PRI MT MARSU SAUTEU;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9522;BIDVEST;
10778;[PRI MT MARSU DESTRE;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9523;BIDVEST;
10680;[CHEESY STAR;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;3;55;17.44;COLIS;SACHET;PIECE;9608;BIDVEST;
10681;[COUV 40/50cl ;PAPERCOST;A TVA 21% (ii);A;21;12;150;15.77;COLIS;SACHET;PIECE;9516;BIDVEST;
10682;[KAY DUPL;003;A TVA 21% (ii);A;21;92;1;90.98;COLIS;PIECE;PIECE;9534DUPL;BIDVEST;
10781;TABLIER BLANCS;003;A TVA 21% (ii);A;21;5;200;44.03;COLIS;PILE;PIECE;9527;BIDVEST;
10782;[BUN SUPREME SUR;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;2;15;6.73;COLIS;SACHET;PIECE;8099;BIDVEST;
10787;[PRI MB GARF REVEIL;PRIMES;A TVA 21% (ii);A;21;100;1;63.96;COLIS;PIECE;PIECE;9491;BIDVEST;
10788;[PRI MB GARF ODIE;PRIMES;A TVA 21% (ii);A;21;100;1;63.96;COLIS;PIECE;PIECE;9492;BIDVEST;
10789;[PRI MB GARF SKATE;PRIMES;A TVA 21% (ii);A;21;100;1;63.96;COLIS;PIECE;PIECE;9493;BIDVEST;
10790;[PRI MB GARF PELUCHE;PRIMES;A TVA 21% (ii);A;21;100;1;63.96;COLIS;PIECE;PIECE;9494;BIDVEST;
10784;[PARASOL GRIS;003;A TVA 21% (ii);A;21;1;1;15.8;PIECE;PIECE;PIECE;9231;BIDVEST;
10793;[PRI MT MIB3 SAC;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9586;BIDVEST;
10794;[PRI MT MIB3 LUNETTE;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9587;BIDVEST;
10795;[PRI MT MIB3 PORTECL;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9588;BIDVEST;
10796;[PRI MT MIB3 STYLO;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9589;BIDVEST;
10806;[PCK SUPR CLASSIQ;PAPERCOST;A TVA 21% (ii);A;21;6;125;54.23;COLIS;SACHET;PIECE;9765;BIDVEST;
10807;PCK SUPR CHK BBQ ;PAPERCOST;A TVA 21% (ii);A;21;6;125;38.51;COLIS;PILE;PIECE;9766;BIDVEST;
10808;[PCK SUPR PEPPER V2;PAPERCOST;A TVA 21% (ii);A;21;6;125;38.51;COLIS;SACHET;PIECE;9767;BIDVEST;
10809;[VERRES CINE1;003;A TVA 21% (ii);A;21;50;1;0.01;COLIS;PIECE;PIECE;9772;BIDVEST;
10810;[VERRE CINE2;003;A TVA 21% (ii);A;21;50;1;0.01;COLIS;PIECE;PIECE;9773;BIDVEST;
10811;[VERRES CINE3;003;A TVA 21% (ii);A;21;50;1;0.01;COLIS;PIECE;PIECE;9774;BIDVEST;
10812;[VERRES CINE4;003;A TVA 21% (ii);A;21;50;1;0.01;COLIS;PIECE;PIECE;9775;BIDVEST;
10813;[MBOX GARFIELD;PAPERCOST;A TVA 21% (ii);A;21;300;1;21.65;COLIS;PIECE;PIECE;9778;BIDVEST;
10814;[PRI MB LTA BRISBALL;PRIMES;A TVA 21% (ii);A;21;100;1;63.96;COLIS;PIECE;PIECE;9626;BIDVEST;
10815;[PRI MB LTA LANC BAL;PRIMES;A TVA 21% (ii);A;21;100;1;63.96;COLIS;PIECE;PIECE;9627;BIDVEST;
10816;[PRI MB LTA BASEBALL;PRIMES;A TVA 21% (ii);A;21;100;1;63.96;COLIS;PIECE;PIECE;9628;BIDVEST;
10817;[PRI MB LTA BALLON;PRIMES;A TVA 21% (ii);A;21;100;1;63.96;COLIS;PIECE;PIECE;9629;BIDVEST;
10818;[PRI MT DEP BANDANA;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9672;BIDVEST;
10819;[PRI MT BD NARUT1 FR;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9688;BIDVEST;
10820;[PRI MT BD NARUT2 FR;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9689;BIDVEST;
10821;[PRI MT BD NOMB1 FR;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9690;BIDVEST;
10822;[PRI MT BD NOMB2 FR;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9691;BIDVEST;
10823;[MBOX LTA;PAPERCOST;A TVA 21% (ii);A;21;300;1;21.65;COLIS;PIECE;PIECE;9818;BIDVEST;
10824;[BUN GRILLE SURG;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;2;20;6.66;COLIS;SACHET;PIECE;9853;BIDVEST;
10825;[CHEESY SALSA ;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;3;50;18.3;COLIS;SACHET;PIECE;9800;BIDVEST;
11046;[PRI MB BAT CHAUSS ;PRIMES;A TVA 21% (ii);A;21;50;1;30.58;COLIS;PIECE;PIECE;9469;BIDVEST;
11047;[PRI MB BAT COU;PRIMES;A TVA 21% (ii);A;21;50;1;30.58;COLIS;PIECE;PIECE;9495;BIDVEST;
11048;[PRI MB BAT PORT MON;PRIMES;A TVA 21% (ii);A;21;50;1;30.58;COLIS;PIECE;PIECE;9685;BIDVEST;
11049;[PRI MB BAT MOUFLES;PRIMES;A TVA 21% (ii);A;21;50;1;30.58;COLIS;PIECE;PIECE;9725;BIDVEST;
11050;[PRI MB BAT OREILLE;PRIMES;A TVA 21% (ii);A;21;50;1;30.58;COLIS;PIECE;PIECE;9793;BIDVEST;
11051;[PRI MB BAT CHAUSS;PRIMES;A TVA 21% (ii);A;21;50;1;30.58;COLIS;PIECE;PIECE;9359;BIDVEST;
11052;[PRI MB PUC COU;PRIMES;A TVA 21% (ii);A;21;50;1;30.58;COLIS;PIECE;PIECE;7813;BIDVEST;
11053;[PRI MB PUC PORT MON;PRIMES;A TVA 21% (ii);A;21;50;1;30.58;COLIS;PIECE;PIECE;9355;BIDVEST;
11054;[PRI MB PUC MOUFLES;PRIMES;A TVA 21% (ii);A;21;50;1;30.58;COLIS;PIECE;PIECE;9411;BIDVEST;
11055;[PRI MB PUC OREILLE;PRIMES;A TVA 21% (ii);A;21;50;1;30.58;COLIS;PIECE;PIECE;9465;BIDVEST;
11056;[PRI MT LB BONNET;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9914;BIDVEST;
11057;[PRI MT LB GANTS;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9919;BIDVEST;
11058;[PRI MT LB CEINTURE;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9920;BIDVEST;
11059;[PRI MT LL BONNET;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9921;BIDVEST;
11060;[PRI MT LL GANTS;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9922;BIDVEST;
11061;[PRI MT LL CEINTURE;PRIMES;A TVA 21% (ii);A;21;50;1;31.98;COLIS;PIECE;PIECE;9923;BIDVEST;
11062;[MBOX N1 2013;PAPERCOST;A TVA 21% (ii);A;21;400;1;28.86;COLIS;PIECE;PIECE;1097;BIDVEST;
11063;[BUN LG GRIS SURG;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;2;20;7.6;COLIS;SACHET;PIECE;885;BIDVEST;
11064;CHEESY VACHE QUI RIT;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;5;105;28.64;COLIS;SACHET;PIECE;968;BIDVEST;
11065;[BUN LG GRIS ;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;2;24;7.15;COLIS;SACHET;PIECE;984;BIDVEST;
11066;[PCK LG BURG BACON;PAPERCOST;A TVA 21% (ii);A;21;5;130;53.93;COLIS;SACHET;PIECE;1051;BIDVEST;
11067;[PCK LG BURG CHEESE;PAPERCOST;A TVA 21% (ii);A;21;5;130;53.93;COLIS;SACHET;PIECE;1055;BIDVEST;
11068;[WRAP JUNIOR GIANT;PAPERCOST;A TVA 21% (ii);A;21;1000;1;7.88;COLIS;PIECE;PIECE;1083;BIDVEST;
11069;[PCK GIANT N1 2013;PAPERCOST;A TVA 21% (ii);A;21;6;150;39.39;COLIS;SACHET;PIECE;1098;BIDVEST;
11070;[PCK CHICKEN 2013;PAPERCOST;A TVA 21% (ii);A;21;6;150;39.39;COLIS;SACHET;PIECE;1099;BIDVEST;
11071;[PCK KNG FISN12013;PAPERCOST;A TVA 21% (ii);A;21;6;150;39.39;COLIS;SACHET;PIECE;1101;BIDVEST;
11072;[CHE GRATIN;NOURRITURE FRAI/SURG;C TVA 6% (ii);C;6;6;72;51.85;COLIS;SACHET;PIECE;1189;BIDVEST;
11036;GENER PLAC NAT NL;PAPERCOST;A TVA 21% (ii);A;21;1000;1;8.57;COLIS;PIECE;PIECE;5655;BIDVEST;
11037;[PLAC. EIND JAAR NL;PAPERCOST;A TVA 21% (ii);A;21;1000;1;8.57;COLIS;PIECE;PIECE;875196;BIDVEST;
11038;PCK FF x3 MSC;PAPERCOST;A TVA 21% (ii);A;21;1000;1;9.14;COLIS;PIECE;PIECE;891;BIDVEST;
11039;RACL.2LAME 40CM VERT;003;A TVA 21% (ii);A;21;1;1;11.91;PIECE;PIECE;PIECE;9967;BIDVEST;
11040;PINC. VER PATIS. BLC;003;A TVA 21% (ii);A;21;1;1;1.55;PIECE;PIECE;PIECE;9971;BIDVEST;
11041;BROSSE BL MAIN;003;A TVA 21% (ii);A;21;1;1;4.74;PIECE;PIECE;PIECE;9976;BIDVEST;
11042;BROSSE VER. VAIS;003;A TVA 21% (ii);A;21;1;1;1.88;PIECE;PIECE;PIECE;9979;BIDVEST;
